email,start_date,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,external_reference,location_latitude,location_longitude,distribution_channel,user_language,digital_literacy_1,digital_literacy_2,digital_literacy_3,digital_literacy_4,digital_literacy_do_1,digital_literacy_do_2,digital_literacy_do_3,digital_literacy_do_4,news_trust_newspapers,news_trust_social_media,news_trust_news_websites,news_trust_radio,news_trust_local_news,news_trust_national_news,news_trust_do_1,news_trust_do_2,news_trust_do_3,news_trust_do_4,news_trust_do_5,news_trust_do_6,ideo_place_self,party_id,party_id_do_1,party_id_do_2,party_id_do_3,party_id_do_4,party_id_lean,strong_democrat,strong_republican,ft_republicans,ft_democrats,feeling_therm_do_1,feeling_therm_do_2,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_do_1,sm_cynicism_do_2,sm_cynicism_do_3,pol_cyn_1,ext_media_1,ext_media_1_do_1,ext_media_1_do_2,ext_media_2,ext_media_2_do_1,ext_media_2_do_2,ext_media_3,misinfo_belief_1,misinfo_belief_2,misinfo_belief_3,misinfo_belief_4,misinfo_belief_5,misinfo_belief_6,misinfo_belief_7,misinfo_belief_8,misinfo_belief_do_1,misinfo_belief_do_2,misinfo_belief_do_3,misinfo_belief_do_4,misinfo_belief_do_5,misinfo_belief_do_6,misinfo_belief_do_7,misinfo_belief_do_8,fake_news_problem,fc_familiarity,fc_trust,misinfo_literacy_1,misinfo_literacy_2,misinfo_literacy_3,misinfo_literacy_4,misinfo_literacy_5,misinfo_literacy_6,sm_news_trust_facebook,sm_news_trust_twitter,sm_news_trust_instagram,sm_news_trust_youtube,exp,hash,id,dl_zcore,dl_pcaindex,dl_alpha,trust_zcore,trust_pcaindex,trust_alpha,party_id_imputation,affective_polarization,ingroup_affective_pol,outgroup_affective_pol,sm_cyn_zcore,sm_cyn_pcaindex,sm_cyn_alpha,ext_media_1_recode,ext_media_2_recode,ext_media_3_recode,ext_media_score,misinfo_false_1,misinfo_false_2,misinfo_false_3,misinfo_false_4,misinfo_false_5,misinfo_true_1,misinfo_true_2,misinfo_true_3,false_news_accuracy,true_news_accuracy,belief_accuracy,misinfo_literacy_zcore,misinfo_literacy_pcaindex,misinfo_literacy_alpha,social_media_trust_zcore,social_media_trust_pcaindex,social_media_trust_alpha
3ac2cf087b8cf35000d64f13a949485b,2023-05-22T19:32:04Z,2023-05-22T19:34:33Z,IP Address,71.64.2.6,100,148,TRUE,2023-05-22T19:34:34Z,R_3nf1oqWyJ0xUnOa,NA,NA,NA,41.2779,-84.3578,anonymous,EN,0.8605296671902284,0.492265373629417,-1.2164570652566034,0.7967567571076429,3,2,4,1,-0.9445475137386626,-1.1700630833624395,-2.954137868957725,0.27688746209726917,-1.3857915174488706,-1.4867672441061688,5,2,1,3,4,6,Very conservative,Republican,2,1,3,4,NA,NA,Strong Republican,100,0,1,2,1.2194589062929246,0.8308789067477611,1.1875875741173674,3,1,2,Quite a few,Stops political leaders from doing things that shouldn't be done,1,2,Tend to favor one side,1,2,All the time,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,Not very accurate,Not very accurate,Somewhat accurate,Somewhat accurate,3,5,1,2,7,8,6,4,A moderately big problem,0,NA,-0.6747105718392002,0.8072782865371538,-0.8334471783653661,-1.0866825369263033,0.3844978760860677,1.0498099843459987,1.8426907318126668,0.35851120149928273,0.5860781281726467,1.2075942711973746,control,3ac2cf087b8cf35000d64f13a949485b,1,0.933094732670685,-0.6914720743653047,0.5483849019727498,-7.664419765516597,-3.0308735057505656,0.8099735952319805,Republican,100,100,0,3.237925387158053,-1.8784880715248184,0.8507765931743254,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,-0.35325414016164935,-0.05240543232988455,0.7749626307367398,3.994874332681971,-2.0458845421616703,0.8692545731291099
a0324046862cbe5b998c38a1ce57f4d2,2023-05-22T19:31:21Z,2023-05-22T19:35:10Z,IP Address,68.51.74.196,100,229,TRUE,2023-05-22T19:35:11Z,R_ThgL0UuzSWj4Dtf,NA,NA,NA,40.3228,-86.8881,anonymous,EN,0.8605296671902284,0.492265373629417,0.6281052820605989,0.4116576578389489,2,3,4,1,-0.9445475137386626,0,-0.21269792656495645,0.27688746209726917,-1.3857915174488706,-0.0959204673616885,6,1,2,4,3,5,Somewhat conservative,Republican,1,2,3,4,NA,NA,Strong Republican,80,25,1,2,0.4111720231592858,0.8308789067477611,0.41582197973297175,3,1,2,Not very many,Keeps political leaders from doing their job,2,1,Tend to favor one side,1,2,Once in a while,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not at all accurate,Very accurate,Very accurate,Very accurate,Very accurate,8,3,6,4,7,1,2,5,A moderately big problem,1,A moderate amount,0.6631770577906667,-0.5304971597244154,-0.8334471783653661,0.852627836665253,-0.2563319173907122,-0.0326607550685424,0.49706828994757807,-1.698668495949559,0.01054320442215353,0.5720522635108993,treatment,a0324046862cbe5b998c38a1ce57f4d2,1,2.3925579807191935,-1.168120582786506,0.5483849019727498,-2.362069963016909,-1.102700986702152,0.8099735952319805,Republican,55,80,25,1.6578729096400187,-0.9445044500278109,0.8507765931743254,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,-0.13713211609311635,-0.09756687448161742,0.7749626307367398,-0.6190047380689281,0.18900479185756822,0.8692545731291099
076a8f378bdf0bd737afe986151adff5,2023-05-22T19:33:28Z,2023-05-22T19:35:53Z,IP Address,174.109.249.244,100,144,TRUE,2023-05-22T19:35:53Z,R_1IhoknmUjkfjDsD,NA,NA,NA,35.7704,-78.6293,anonymous,EN,-0.9413014049048344,-2.362873793421202,-2.1387382389152045,-1.128738739235828,3,4,2,1,-0.9445475137386626,-1.1700630833624395,-1.5834178977613407,-0.8306623862918074,-1.3857915174488706,-1.4867672441061688,6,4,1,3,2,5,Slightly conservative,Independent,1,2,3,4,Closer to the Democratic Party,NA,NA,58,61,1,2,-0.397114859974353,-1.126115066505849,-0.3559436146514239,1,3,2,Hardly any,Stops political leaders from doing things that shouldn't be done,1,2,Tend to favor one side,1,2,All the time,Very accurate,Very accurate,Very accurate,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,Somewhat accurate,8,1,7,4,2,5,6,3,A small problem,1,A moderate amount,-0.6747105718392002,-0.5304971597244154,-0.8334471783653661,-1.0866825369263033,-0.8971617108674921,-0.573896124775813,0.22794380157456026,-0.48856279156788746,0.11845600262537101,-0.10087456815713335,treatment,076a8f378bdf0bd737afe986151adff5,1,-6.57165217647707,2.8629824928793286,0.5483849019727498,-7.401249642709289,-2.939201767402689,0.8099735952319805,Democrat,3,61,58,-1.879173541131626,1.062280125974372,0.8507765931743254,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.59639528249859,-1.8736061495701772,0.7749626307367398,-0.24303755552508954,0.08667321709205227,0.8692545731291099
a07b254516cd4d248efb8b99d30e2ba4,2023-05-22T19:32:05Z,2023-05-22T19:35:59Z,IP Address,216.23.244.20,100,234,TRUE,2023-05-22T19:36:00Z,R_3j2Slh1SVRwRK4M,NA,NA,NA,40.8771,-85.5045,anonymous,EN,0.5001634527712158,-1.4111607377376625,-0.2941758915980022,0.7967567571076429,2,3,4,1,0.1511276021981858,0,-0.21269792656495645,-0.8306623862918074,-0.023487991821167196,1.2949263093827919,2,1,5,6,4,3,Somewhat liberal,Democrat,2,1,3,4,NA,Strong Democrat,NA,19,73,1,2,-1.205401743107992,0.34163041343435857,-0.3559436146514239,1,3,2,Quite a few,Stops political leaders from doing things that shouldn't be done,2,1,Deal fairly with all sides,1,2,Once in a while,NA,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Somewhat accurate,Very accurate,Very accurate,5,4,6,8,1,2,3,7,A moderately big problem,1,A lot,0.6631770577906667,0.1383905634063692,0.750791259849793,-0.44024574572911784,-0.8971617108674921,-1.656366864190354,-1.1513192013371558,-2.1827107777022277,1.1256421191887342,0.2729736716584404,control,a07b254516cd4d248efb8b99d30e2ba4,1,-0.40841641945680596,-0.2274646994451508,0.5483849019727498,0.3792056069030465,0.15039733725761678,0.8099735952319805,Democrat,54,73,19,-1.2197149443250572,0.7282243100145747,0.8507765931743254,1,1,1,3,0,1,1,1,1,0,0,0,4,0,4,-1.4414154397401349,-0.6826043584715731,0.7749626307367398,-1.9354141881922091,0.8408236130489575,0.8692545731291099
1040ebc07347a23fe7f3f7ebbb98eae8,2023-05-22T19:31:50Z,2023-05-22T19:36:02Z,IP Address,172.56.193.98,100,251,TRUE,2023-05-22T19:36:02Z,R_1qerg9pPRUlgn0C,NA,NA,NA,42.3388,-71.0726,anonymous,EN,0.8605296671902284,0.492265373629417,0.6281052820605989,0.7967567571076429,4,3,1,2,0.1511276021981858,-2.340126166724879,-0.21269792656495645,-0.8306623862918074,-1.3857915174488706,1.2949263093827919,1,5,2,4,3,6,"Moderate, middle of the road",Independent,1,2,3,4,Closer to the Democratic Party,NA,NA,0,20,2,1,-2.0136886262416307,0.34163041343435857,1.1875875741173674,1,2,3,Quite a few,Stops political leaders from doing things that shouldn't be done,1,2,Deal fairly with all sides,1,2,Once in a while,Not at all accurate,Not very accurate,Not at all accurate,Not at all accurate,Not at all accurate,Very accurate,Very accurate,Very accurate,4,6,7,3,2,1,5,8,A moderately big problem,1,A lot,0.6631770577906667,0.8072782865371538,-0.04132795925778652,0.20619104546806757,-2.819651091297832,1.0498099843459987,-1.5213653728500554,-2.303721348140395,-1.7880034322981377,-2.0448854151981166,treatment,1040ebc07347a23fe7f3f7ebbb98eae8,1,2.7776570799878875,-1.412141082746354,0.5483849019727498,-3.323224085449536,-0.9569976853885478,0.8099735952319805,Democrat,20,20,0,-0.4844706386899047,0.2718917667778118,0.8507765931743254,1,1,1,3,1,1,1,1,1,0,0,0,5,0,5,-0.1345226764137315,-0.11245419553758824,0.7749626307367398,-7.657975568486704,3.7878122139336963,0.8692545731291099
0e217f4784a1d7c62fb1898e5b75bf97,2023-05-22T19:31:56Z,2023-05-22T19:36:44Z,IP Address,24.208.227.78,100,288,TRUE,2023-05-22T19:36:45Z,R_2pWd2mmFyW2aGjf,NA,NA,NA,39.8722,-82.0935,anonymous,EN,0.8605296671902284,0.492265373629417,0.6281052820605989,0.7967567571076429,1,3,4,2,-0.9445475137386626,-1.1700630833624395,-1.5834178977613407,-0.8306623862918074,-1.3857915174488706,-1.4867672441061688,3,6,5,4,1,2,Very conservative,Republican,2,1,3,4,NA,NA,Strong Republican,50,0,2,1,1.2194589062929246,0.8308789067477611,1.1875875741173674,2,3,1,Quite a few,Stops political leaders from doing things that shouldn't be done,2,1,Tend to favor one side,1,2,Most of the time,NA,Very accurate,Somewhat accurate,Somewhat accurate,Not at all accurate,Very accurate,Somewhat accurate,Very accurate,7,8,6,4,1,3,5,2,Not a problem at all,1,None,0.6631770577906667,0.8072782865371538,0.750791259849793,0.852627836665253,1.0253276695628477,1.0498099843459987,0.16066267948130583,-0.48856279156788746,0.01054320442215353,-0.17564421612024808,control,0e217f4784a1d7c62fb1898e5b75bf97,1,2.7776570799878875,-1.412141082746354,0.5483849019727498,-7.401249642709289,-2.939201767402689,0.8099735952319805,Republican,50,50,0,3.237925387158053,-1.8784880715248184,0.8507765931743254,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,5.149012094751713,2.1104330559054794,0.7749626307367398,-0.4930011237846762,0.21616267224514144,0.8692545731291099
40e85292ffbc89f4d27a8a07fcaa70c6,2023-05-22T19:36:01Z,2023-05-22T19:40:37Z,IP Address,76.50.182.227,100,276,TRUE,2023-05-22T19:40:38Z,R_bvB2Fz09QpKN1UR,NA,NA,NA,34.0587,-118.2781,anonymous,EN,-0.9413014049048344,0.492265373629417,-0.2941758915980022,-1.8989369377732161,1,2,3,4,0.1511276021981858,-1.1700630833624395,-0.21269792656495645,0.27688746209726917,-0.023487991821167196,-0.0959204673616885,2,6,4,5,3,1,Slightly conservative,Democrat,2,1,3,4,NA,Not very strong Democrat,NA,25,66,2,1,0.4111720231592858,0.34163041343435857,0.8017047769251696,1,2,3,Not very many,Stops political leaders from doing things that shouldn't be done,1,2,Deal fairly with all sides,2,1,Once in a while,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Very accurate,Somewhat accurate,Very accurate,8,5,3,2,7,6,4,1,A very big problem,1,A moderate amount,-0.005766757024266791,0.1383905634063692,-0.04132795925778652,0.20619104546806757,0.3844978760860677,0.5085746146387281,-0.6467107856377475,-0.48856279156788746,0.01054320442215353,-1.5214978794563134,treatment,40e85292ffbc89f4d27a8a07fcaa70c6,1,-2.6421488606466355,1.7099151277186075,0.5483849019727498,-1.0741544048147966,-0.18707731285032983,0.8099735952319805,Democrat,41,66,25,1.5545072135188138,-0.9080235721904787,0.8507765931743254,1,1,1,3,1,1,1,1,1,0,0,0,5,0,5,1.1905593833171793,0.5032246489035023,0.7749626307367398,-2.646228252239795,1.3304578105566296,0.8692545731291099
ef07563dcbf5edd0cc713fab1b984388,2023-05-22T19:39:09Z,2023-05-22T19:42:26Z,IP Address,98.198.200.153,100,197,TRUE,2023-05-22T19:42:27Z,R_1hE8o7zYo2cYfCz,NA,NA,NA,29.7912,-95.4182,anonymous,EN,0.13979723835220317,-0.45944768205412273,-0.2941758915980022,0.02655855857025474,1,4,3,2,0.1511276021981858,-1.1700630833624395,-0.21269792656495645,-0.8306623862918074,-0.023487991821167196,-0.0959204673616885,5,3,1,2,6,4,Very liberal,Democrat,1,2,3,4,NA,Strong Democrat,NA,25,76,1,2,0.007028581592466429,0.34163041343435857,0.029939182540773965,3,2,1,Quite a few,Stops political leaders from doing things that shouldn't be done,2,1,Tend to favor one side,1,2,About half of the time,Somewhat accurate,Not at all accurate,Very accurate,Not very accurate,Not at all accurate,Very accurate,Very accurate,NA,4,3,6,1,5,2,8,7,A very big problem,1,Little,-0.005766757024266791,0.1383905634063692,0.750791259849793,0.20619104546806757,0.3844978760860677,-0.0326607550685424,-0.3439457362181025,-1.3356367846350576,-0.8527591812035863,-1.1102648156591823,treatment,ef07563dcbf5edd0cc713fab1b984388,1,-0.5872677767296671,0.16447882288585616,0.5483849019727498,-2.1817042532038733,-0.656195443598568,0.8099735952319805,Democrat,51,76,25,0.378598177567599,-0.20931240065301326,0.8507765931743254,1,0,0,1,0,1,0,1,1,0,0,1,3,1,4,1.4414432327174882,0.5822268312057375,0.7749626307367398,-3.6426065177159286,1.7808070377448189,0.8692545731291099
ab9640829b744a11a1d075196f8db2a8,2023-05-22T19:39:36Z,2023-05-22T19:44:24Z,IP Address,174.52.27.20,100,288,TRUE,2023-05-22T19:44:25Z,R_3luF8TV8s36MPkn,NA,NA,NA,40.7038,-111.5437,anonymous,EN,0.8605296671902284,0.492265373629417,0.6281052820605989,0.7967567571076429,4,2,3,1,-0.9445475137386626,-1.1700630833624395,-1.5834178977613407,-0.8306623862918074,-0.023487991821167196,-1.4867672441061688,3,1,2,6,4,5,Very liberal,Independent,1,2,3,4,Neither,NA,NA,0,0,2,1,1.2194589062929246,0.8308789067477611,1.1875875741173674,3,1,2,Quite a few,Stops political leaders from doing things that shouldn't be done,1,2,Tend to favor one side,1,2,Once in a while,Somewhat accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Not at all accurate,6,7,3,8,2,1,4,5,A very big problem,1,A moderate amount,0.6631770577906667,0.8072782865371538,0.750791259849793,0.852627836665253,1.0253276695628477,1.0498099843459987,-1.5213653728500554,-0.9726050733205561,-0.708875450265963,-0.8485710477882807,treatment,ab9640829b744a11a1d075196f8db2a8,1,2.7776570799878875,-1.412141082746354,0.5483849019727498,-6.0389461170815855,-2.313067550676375,0.8099735952319805,NA,0,NA,NA,3.237925387158053,-1.8784880715248184,0.8507765931743254,1,0,1,2,0,1,1,1,1,0,0,1,4,1,5,5.149012094751713,2.1104330559054794,0.7749626307367398,-4.051416944224855,2.027412067803181,0.8692545731291099
fed82ca0812398674db06a10c696e712,2023-05-22T19:36:28Z,2023-05-22T19:44:58Z,IP Address,104.176.13.88,100,510,TRUE,2023-05-22T19:44:59Z,R_rrquHFv5RbfzPLr,NA,NA,NA,32.9247,-96.8917,anonymous,EN,0.13979723835220317,0.492265373629417,0.6281052820605989,0.4116576578389489,3,4,1,2,0.1511276021981858,-1.1700630833624395,-0.21269792656495645,0.27688746209726917,-0.023487991821167196,-0.0959204673616885,4,5,3,1,6,2,Somewhat conservative,Independent,1,2,3,4,Closer to the Republican Party,NA,NA,91,10,1,2,0.4111720231592858,0.8308789067477611,1.1875875741173674,3,2,1,Quite a few,Stops political leaders from doing things that shouldn't be done,1,2,Deal fairly with all sides,1,2,About half of the time,Somewhat accurate,Somewhat accurate,Not very accurate,Not at all accurate,Not very accurate,Not very accurate,Very accurate,Not very accurate,6,5,3,1,2,7,4,8,A very big problem,0,NA,0.6631770577906667,0.8072782865371538,-0.8334471783653661,0.852627836665253,0.3844978760860677,-1.656366864190354,-1.1513192013371558,-0.8919313596951113,-0.708875450265963,-1.2971889355669692,control,fed82ca0812398674db06a10c696e712,1,1.671825551881168,-0.7466893001643059,0.5483849019727498,-1.0741544048147966,-0.18707731285032983,0.8099735952319805,Republican,81,91,10,2.429638504024414,-1.4079431716057342,0.8507765931743254,1,1,0,2,0,0,1,1,1,1,0,1,3,2,5,0.21776701452342118,0.07601221597084583,0.7749626307367398,-4.049314946865199,2.029086607975122,0.8692545731291099
